gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
Galnt1	8.21E-67	0.916464495	0.333	0.128	2.55E-62	HSC
Myl6	1.80E-66	0.646289545	0.793	0.789	5.58E-62	HSC
Crip1	6.17E-66	0.775425451	0.308	0.107	1.92E-61	HSC
Smoc2	1.41E-65	1.403287198	0.311	0.122	4.38E-61	HSC
Tacc1	1.92E-64	0.78135086	0.356	0.14	5.97E-60	HSC
Rbms1	2.48E-62	0.936653614	0.523	0.31	7.70E-58	HSC
Cyr61	4.33E-61	1.262072972	0.393	0.187	1.34E-56	HSC
Ptpn9	3.99E-60	0.928548494	0.278	0.1	1.24E-55	HSC
Hnrnph1	1.73E-59	0.816982402	0.394	0.179	5.37E-55	HSC
Nid1	5.49E-59	1.101761168	0.526	0.349	1.71E-54	HSC
Rhob	4.94E-58	0.971166826	0.399	0.194	1.53E-53	HSC
Clic4	9.53E-58	0.974505031	0.405	0.199	2.96E-53	HSC
Plac8	9.87E-58	0.956367901	0.261	0.092	3.06E-53	HSC
Gas6	2.43E-56	0.902304096	0.271	0.097	7.55E-52	HSC
Esyt2	2.89E-56	0.789832378	0.27	0.098	8.97E-52	HSC
Pdlim5	1.47E-55	0.93988957	0.313	0.13	4.57E-51	HSC
Itm2c	2.19E-55	1.041677485	0.59	0.467	6.79E-51	HSC
F2r	4.52E-55	0.835502124	0.261	0.093	1.40E-50	HSC
Actn1	1.33E-54	0.933565881	0.316	0.134	4.13E-50	HSC
Gm20186	2.51E-54	0.827766756	0.271	0.102	7.79E-50	HSC
Cdh2	5.92E-54	1.124248549	0.336	0.157	1.84E-49	HSC
Rpl38	3.31E-53	0.373117605	0.92	0.92	1.03E-48	HSC
Mmp14	3.48E-51	1.116798427	0.402	0.215	1.08E-46	HSC
Maf	4.69E-51	0.375899238	0.425	0.181	1.46E-46	HSC
Mbnl1	1.76E-50	0.833118759	0.437	0.24	5.46E-46	HSC
Fus	1.69E-49	0.777445272	0.566	0.388	5.25E-45	HSC
Nfe2l1	3.46E-49	0.848460795	0.357	0.17	1.08E-44	HSC
Nr4a1	7.77E-49	1.086524663	0.29	0.124	2.41E-44	HSC
Iqgap1	1.84E-46	0.634466964	0.299	0.123	5.72E-42	HSC
Coro1c	2.67E-46	0.7908854	0.268	0.108	8.28E-42	HSC
Junb	4.83E-45	0.842256428	0.649	0.567	1.50E-40	HSC
Gnai2	1.06E-44	0.855212061	0.443	0.263	3.29E-40	HSC
Aebp1	1.07E-44	1.138196343	0.298	0.14	3.33E-40	HSC
Phip	7.67E-44	0.734940232	0.259	0.104	2.38E-39	HSC
Zfhx3	1.91E-43	0.697669774	0.252	0.099	5.93E-39	HSC
Srsf5	6.28E-43	0.822869164	0.549	0.41	1.95E-38	HSC
Epas1	6.72E-43	0.935968749	0.399	0.229	2.09E-38	HSC
Cst3	1.04E-42	0.870582225	0.623	0.597	3.22E-38	HSC
Serinc3	3.27E-42	0.909274984	0.497	0.347	1.02E-37	HSC
Pafah1b1	3.71E-42	0.830896617	0.561	0.443	1.15E-37	HSC
Hs3st3b1	6.40E-42	1.135586316	0.321	0.163	1.99E-37	HSC
Rplp2	1.93E-41	0.357294699	0.859	0.889	5.98E-37	HSC
Scarb2	2.33E-41	1.008186885	0.419	0.264	7.24E-37	HSC
Picalm	3.61E-41	0.708540341	0.327	0.158	1.12E-36	HSC
Mycbp2	4.62E-41	0.700680286	0.35	0.173	1.43E-36	HSC
Morf4l1	7.25E-41	0.707121251	0.652	0.623	2.25E-36	HSC
Lrrc58	5.05E-40	0.690562369	0.402	0.224	1.57E-35	HSC
Pkm	4.86E-38	0.50929579	0.288	0.125	1.51E-33	HSC
Susd6	4.91E-38	0.698921899	0.294	0.137	1.52E-33	HSC
Nktr	7.27E-38	0.868993945	0.403	0.247	2.26E-33	HSC
Egr1	1.08E-36	1.060100601	0.52	0.414	3.36E-32	HSC
Rrbp1	1.45E-36	0.487802889	0.738	0.696	4.51E-32	HSC
Chd4	3.82E-36	0.77586822	0.37	0.213	1.19E-31	HSC
Rplp1	6.17E-36	0.436801273	0.784	0.829	1.92E-31	HSC
Ddx17	7.79E-36	0.678829582	0.328	0.17	2.42E-31	HSC
Rps28	1.07E-35	0.461992449	0.775	0.798	3.32E-31	HSC
Jund	2.34E-35	0.690126853	0.601	0.499	7.25E-31	HSC
Sem1	2.69E-35	0.392262655	0.791	0.817	8.34E-31	HSC
Nfia	3.56E-35	0.881627476	0.307	0.162	1.10E-30	HSC
Srrm2	3.90E-35	0.7690942	0.564	0.488	1.21E-30	HSC
Eif4a2	8.12E-34	0.825078209	0.39	0.241	2.52E-29	HSC
Aplp2	1.16E-33	0.839972312	0.512	0.4	3.59E-29	HSC
Jun	4.04E-33	0.802090858	0.584	0.494	1.25E-28	HSC
Cbx3	8.91E-33	0.807920507	0.457	0.327	2.77E-28	HSC
Ptma	1.93E-32	0.429490874	0.742	0.744	6.00E-28	HSC
Dhx15	6.28E-32	0.698956156	0.422	0.271	1.95E-27	HSC
Pbrm1	6.80E-32	0.672465608	0.287	0.145	2.11E-27	HSC
Atrx	1.77E-31	0.750678625	0.422	0.278	5.50E-27	HSC
Map4	1.36E-30	0.825225177	0.321	0.181	4.22E-26	HSC
Nbeal1	2.54E-30	0.797459614	0.308	0.171	7.89E-26	HSC
B230219D22Rik	3.02E-30	0.84839062	0.429	0.309	9.36E-26	HSC
Snrnp70	5.09E-30	0.73173005	0.518	0.419	1.58E-25	HSC
Fn1	5.57E-30	0.817879665	0.563	0.498	1.73E-25	HSC
Rpl37a	8.38E-30	0.341838641	0.831	0.862	2.60E-25	HSC
2900097C17Rik	5.93E-29	0.825734104	0.311	0.179	1.84E-24	HSC
Rbm39	1.34E-28	0.695637271	0.56	0.496	4.16E-24	HSC
Mfge8	2.09E-28	0.998179855	0.377	0.261	6.49E-24	HSC
Lims1	4.85E-28	0.925683798	0.327	0.204	1.51E-23	HSC
Lifr	1.02E-26	0.99661275	0.465	0.39	3.17E-22	HSC
Top2b	1.33E-26	0.608870814	0.252	0.127	4.12E-22	HSC
Ccnl1	2.45E-26	0.750112281	0.33	0.2	7.60E-22	HSC
Rpl35a	2.85E-26	0.431304648	0.75	0.787	8.84E-22	HSC
Arhgef12	4.37E-26	0.665884601	0.294	0.166	1.36E-21	HSC
Wnk1	8.61E-26	0.655028494	0.339	0.207	2.67E-21	HSC
1810037I17Rik	2.35E-25	0.711108155	0.558	0.527	7.31E-21	HSC
Rps21	5.11E-24	0.357864539	0.773	0.843	1.59E-19	HSC
Zfp36l2	1.33E-23	0.656938972	0.261	0.143	4.14E-19	HSC
Mxd4	1.34E-23	0.641353156	0.27	0.152	4.17E-19	HSC
Mbnl2	1.47E-23	0.650394909	0.328	0.206	4.55E-19	HSC
Palld	1.91E-23	0.848019653	0.313	0.201	5.94E-19	HSC
Rps29	2.20E-23	0.358877159	0.742	0.78	6.83E-19	HSC
Nisch	4.55E-23	0.789983597	0.321	0.204	1.41E-18	HSC
Eif4g2	9.98E-23	0.667553689	0.532	0.487	3.10E-18	HSC
Fundc2	5.47E-22	0.715734968	0.265	0.156	1.70E-17	HSC
Prrc2c	7.32E-22	0.680110075	0.334	0.219	2.27E-17	HSC
Vcam1	9.42E-22	0.468211086	0.27	0.15	2.92E-17	HSC
Eif3a	6.47E-21	0.705587769	0.48	0.411	2.01E-16	HSC
Rock1	6.70E-21	0.630907251	0.256	0.146	2.08E-16	HSC
Ank3	1.38E-20	0.999211182	0.256	0.156	4.28E-16	HSC
Tsc22d4	2.26E-20	0.588785316	0.319	0.204	7.03E-16	HSC
Clk1	1.43E-19	0.64832131	0.259	0.152	4.45E-15	HSC
Luc7l2	1.77E-19	0.685030239	0.426	0.345	5.50E-15	HSC
Alcam	2.09E-19	1.516408638	0.413	0.368	6.49E-15	HSC
Gng11	6.85E-18	0.408426616	0.321	0.202	2.13E-13	HSC
Sash1	1.12E-17	0.38473166	0.276	0.16	3.47E-13	HSC
Prrc2a	1.32E-17	0.591998987	0.267	0.165	4.11E-13	HSC
Srek1	2.44E-17	0.630845592	0.287	0.188	7.59E-13	HSC
Pkn2	2.63E-17	0.662373509	0.417	0.349	8.16E-13	HSC
Man2a1	2.71E-17	0.685704951	0.365	0.275	8.42E-13	HSC
Dlc1	3.58E-17	0.533030471	0.253	0.15	1.11E-12	HSC
Ddx5	1.22E-16	0.632563623	0.518	0.518	3.78E-12	HSC
Cd63	2.54E-16	0.479569672	0.604	0.648	7.90E-12	HSC
Pros1	4.13E-16	0.554224517	0.256	0.161	1.28E-11	HSC
Calu	8.24E-16	0.808392092	0.351	0.282	2.56E-11	HSC
Ythdc1	1.93E-15	0.575894467	0.301	0.207	5.98E-11	HSC
Sfpq	3.64E-15	0.644574917	0.34	0.256	1.13E-10	HSC
Ncl	3.73E-14	0.594007114	0.445	0.398	1.16E-09	HSC
Cfh	3.83E-14	0.752541317	0.488	0.499	1.19E-09	HSC
Ptms	5.26E-14	0.692062024	0.494	0.522	1.63E-09	HSC
Ubap2l	8.35E-14	0.593368646	0.285	0.202	2.59E-09	HSC
Sf3b1	1.31E-13	0.675557515	0.411	0.37	4.05E-09	HSC
Bclaf1	1.57E-13	0.652074007	0.299	0.218	4.89E-09	HSC
Cdk11b	2.88E-13	0.605790058	0.35	0.276	8.94E-09	HSC
Canx	6.45E-13	0.594837704	0.518	0.543	2.00E-08	HSC
Mef2a	7.85E-13	0.466386418	0.267	0.178	2.44E-08	HSC
Dusp1	1.65E-12	0.637296592	0.337	0.268	5.12E-08	HSC
Nucks1	9.96E-12	0.664246603	0.311	0.242	3.09E-07	HSC
Mier1	1.15E-11	0.575344196	0.291	0.219	3.56E-07	HSC
Ssr3	1.53E-11	0.579671057	0.512	0.542	4.74E-07	HSC
Irf2bp2	1.54E-11	0.562391975	0.333	0.262	4.79E-07	HSC
Aff4	2.27E-11	0.681037932	0.271	0.206	7.04E-07	HSC
Cdc42	9.61E-11	0.435499063	0.571	0.646	2.98E-06	HSC
Cggbp1	3.49E-10	0.623799525	0.362	0.321	1.08E-05	HSC
Txnip	5.24E-10	0.51459479	0.35	0.291	1.63E-05	HSC
Fndc3b	5.37E-10	0.682764529	0.284	0.228	1.67E-05	HSC
Ralbp1	5.47E-10	0.616548237	0.252	0.189	1.70E-05	HSC
1700020I14Rik	7.22E-10	0.623307678	0.307	0.252	2.24E-05	HSC
Hif1a	1.21E-09	0.568043815	0.29	0.229	3.77E-05	HSC
Spag9	1.63E-09	0.458267928	0.275	0.206	5.05E-05	HSC
Fos	1.68E-09	0.416080589	0.514	0.483	5.22E-05	HSC
Lamp2	1.98E-09	0.65085702	0.463	0.5	6.13E-05	HSC
Ptp4a2	2.07E-09	0.636159581	0.347	0.306	6.42E-05	HSC
Dynlt3	2.22E-09	0.253318712	0.176	0.338	6.88E-05	HSC
Ywhaz	3.36E-09	0.65658666	0.462	0.501	0.00010445	HSC
Tmem9b	3.91E-09	0.26258578	0.144	0.286	0.000121462	HSC
Gsk3b	5.22E-09	0.547032764	0.256	0.196	0.000162246	HSC
Kif5b	5.74E-09	0.645684134	0.327	0.289	0.000178259	HSC
Trip12	7.04E-09	0.54234674	0.258	0.197	0.000218728	HSC
Chic2	1.05E-08	0.260183069	0.135	0.265	0.000327408	HSC
Pabpc1	1.08E-08	0.476734879	0.505	0.556	0.000335703	HSC
Hnrnpa3	1.08E-08	0.380537509	0.572	0.639	0.000336578	HSC
Eif5b	2.53E-08	0.572649035	0.394	0.376	0.000786019	HSC
Atp2a2	3.87E-08	0.638093715	0.282	0.235	0.001200777	HSC
Tra2b	4.06E-08	0.579923953	0.328	0.288	0.001261406	HSC
Ssr1	6.83E-08	0.269160786	0.169	0.31	0.002120702	HSC
Ywhab	1.51E-07	0.609592454	0.472	0.54	0.004683575	HSC
H2-D1	1.63E-07	0.382259662	0.581	0.669	0.00506254	HSC
Lars2	2.68E-07	0.285723012	0.564	0.604	0.00830849	HSC
Serinc1	3.00E-07	0.316653272	0.181	0.325	0.009330865	HSC
Dnajb6	3.20E-07	0.26757229	0.209	0.365	0.009940114	HSC
Rbm25	3.39E-07	0.538447869	0.38	0.368	0.010529235	HSC
Rab18	3.62E-07	0.289795797	0.242	0.426	0.011251241	HSC
Tuba1b	4.51E-07	0.579432535	0.442	0.467	0.014000119	HSC
Tsc22d1	5.42E-07	0.595804482	0.261	0.219	0.016836759	HSC
Tsn	6.67E-07	0.284155958	0.187	0.331	0.020726161	HSC
Mob4	6.84E-07	0.251354128	0.144	0.261	0.021233015	HSC
Eif2s2	7.02E-07	0.32822398	0.569	0.66	0.021805077	HSC
Mlec	7.14E-07	0.268190739	0.146	0.266	0.022164421	HSC
Cfl2	7.49E-07	0.363272445	0.195	0.345	0.023243312	HSC
Zcchc6	8.74E-07	0.46348153	0.267	0.22	0.027133637	HSC
Phldb2	1.13E-06	0.716765021	0.29	0.261	0.035200585	HSC
Hnrnpl	1.20E-06	0.640087469	0.33	0.312	0.037151526	HSC
Ddx1	2.51E-06	0.274774019	0.209	0.357	0.07793044	HSC
Stt3b	2.51E-06	0.269867828	0.144	0.256	0.078082769	HSC
Top1	5.09E-06	0.583895132	0.379	0.388	0.158194185	HSC
Mia3	5.72E-06	0.280306915	0.156	0.27	0.177551149	HSC
Tcea1	6.50E-06	0.542096547	0.449	0.507	0.201789511	HSC
Hspa4	6.85E-06	0.253814924	0.221	0.369	0.212757951	HSC
Zfand3	7.14E-06	0.266242118	0.236	0.394	0.221565495	HSC
Ugdh	7.38E-06	0.27499925	0.147	0.253	0.229306232	HSC
Gabarapl1	7.96E-06	0.310641248	0.17	0.293	0.247255004	HSC
Metap2	8.00E-06	0.507045653	0.449	0.501	0.248320895	HSC
Tm9sf3	9.45E-06	0.586973315	0.393	0.413	0.293342353	HSC
Rab11b	1.16E-05	0.308088981	0.222	0.372	0.36132235	HSC
Hmgb1	1.65E-05	0.415454674	0.541	0.633	0.511472136	HSC
Tcf25	2.27E-05	0.555953212	0.41	0.442	0.706290636	HSC
Morf4l2	3.25E-05	0.269875359	0.224	0.364	1	HSC
Tbrg1	3.39E-05	0.299887053	0.25	0.41	1	HSC
Tpm3	3.43E-05	0.400320388	0.469	0.53	1	HSC
Sec62	3.73E-05	0.501100081	0.452	0.522	1	HSC
Npm1	3.74E-05	0.478474752	0.459	0.529	1	HSC
Phf20l1	3.99E-05	0.378964768	0.265	0.228	1	HSC
Mtdh	4.27E-05	0.571295154	0.402	0.441	1	HSC
Il11ra1	4.35E-05	0.41066119	0.152	0.259	1	HSC
Anp32b	4.98E-05	0.284697873	0.256	0.414	1	HSC
Papola	5.02E-05	0.265630938	0.181	0.297	1	HSC
Calm1	5.40E-05	0.260985616	0.595	0.702	1	HSC
Dynll2	6.39E-05	0.337401565	0.252	0.406	1	HSC
Bhlhe40	6.42E-05	0.319932937	0.196	0.319	1	HSC
Cebpb	6.83E-05	0.55831802	0.428	0.483	1	HSC
Srsf2	7.80E-05	0.282837896	0.229	0.365	1	HSC
Anxa6	7.82E-05	0.406398951	0.156	0.262	1	HSC
Tmed9	7.93E-05	0.273941568	0.291	0.466	1	HSC
Rpn2	0.000101096	0.322780207	0.255	0.414	1	HSC
Prkar1a	0.000101225	0.476288517	0.468	0.553	1	HSC
Sarnp	0.000113666	0.282275795	0.281	0.45	1	HSC
Eif4a1	0.000128107	0.285483101	0.248	0.395	1	HSC
St13	0.000182865	0.30935669	0.282	0.446	1	HSC
Hsd11b1	0.000208918	0.26494778	0.305	0.478	1	HSC
Dlst	0.000217478	0.280953791	0.167	0.267	1	HSC
Hsp90aa1	0.000253779	0.513838691	0.33	0.332	1	HSC
G3bp2	0.000429503	0.319171236	0.204	0.317	1	HSC
Txndc5	0.000467578	0.323578096	0.239	0.376	1	HSC
9530068E07Rik	0.000649262	0.590172691	0.271	0.267	1	HSC
Mrfap1	0.000667575	0.304225077	0.29	0.457	1	HSC
Fgfr1op2	0.000702165	0.379193993	0.187	0.291	1	HSC
Cfl1	0.000705034	0.283752643	0.523	0.636	1	HSC
Tmco1	0.000711451	0.34877648	0.298	0.472	1	HSC
Sumo3	0.000728655	0.304115182	0.189	0.291	1	HSC
Slc29a1	0.000745663	0.287866501	0.218	0.336	1	HSC
Ier3ip1	0.000745792	0.280370639	0.252	0.385	1	HSC
Arcn1	0.00075563	0.333251235	0.232	0.359	1	HSC
Scd2	0.000759002	0.293034187	0.238	0.361	1	HSC
C1s1	0.000761228	0.77021228	0.344	0.389	1	HSC
Smarca5	0.000909885	0.569069507	0.275	0.268	1	HSC
Lpl	0.000961342	0.808857083	0.331	0.363	1	HSC
Ppp1cc	0.00098432	0.354399809	0.187	0.291	1	HSC
Tmem50a	0.001171957	0.260384637	0.322	0.501	1	HSC
Ptbp3	0.001334227	0.386921885	0.288	0.272	1	HSC
Pdcd10	0.001428879	0.326603262	0.216	0.333	1	HSC
Zc3h15	0.001838989	0.381691659	0.273	0.422	1	HSC
Zfp36l1	0.002109383	0.489602271	0.434	0.512	1	HSC
Srsf10	0.002364211	0.550958181	0.273	0.272	1	HSC
Actr2	0.002425555	0.471987368	0.278	0.268	1	HSC
Lmna	0.002454575	0.409944713	0.172	0.263	1	HSC
Tmem56	0.002612209	1.074841741	0.268	0.283	1	HSC
Calm3	0.003170285	0.598519409	0.314	0.338	1	HSC
Ddx24	0.003188528	0.565316947	0.319	0.344	1	HSC
Csde1	0.005042343	0.519715223	0.287	0.294	1	HSC
Tceal9	0.005117437	0.561768552	0.374	0.435	1	HSC
Zranb2	0.005468256	0.526831849	0.319	0.342	1	HSC
Sh3bgrl	0.005555926	0.626116642	0.328	0.368	1	HSC
M6pr	0.005570214	0.385791375	0.227	0.341	1	HSC
Igfbp4	0.005587211	0.568860921	0.552	0.687	1	HSC
Rbbp7	0.00599364	0.368808457	0.244	0.366	1	HSC
Rab10	0.00609617	0.352599245	0.189	0.279	1	HSC
Snx6	0.00625385	0.276552848	0.207	0.301	1	HSC
Fcgrt	0.006970063	0.264245187	0.219	0.318	1	HSC
Rdx	0.008250711	0.338720159	0.284	0.428	1	HSC
Gcc2	0.008330531	0.325727018	0.229	0.331	1	HSC
Srsf11	0.008337895	0.525607492	0.307	0.328	1	HSC
Igha	0	5.266851821	0.958	0.214	0	B cell
Igkc	0	4.761881023	0.97	0.212	0	B cell
Jchain	0	4.752739477	0.968	0.087	0	B cell
Iglv1	0	3.071843596	0.547	0.01	0	B cell
Iglc1	0	3.059330305	0.369	0.012	0	B cell
Mzb1	0	2.817383396	0.788	0.009	0	B cell
Iglc2	0	2.676559432	0.616	0.014	0	B cell
Iglc3	0	2.222982227	0.36	0.005	0	B cell
Fam46c	0	1.832275946	0.562	0.041	0	B cell
Cd79a	0	1.741923332	0.487	0.004	0	B cell
Gm30211	0	1.412906866	0.295	0.002	0	B cell
Mef2c	0	1.396274979	0.581	0.077	0	B cell
Cd52	0	1.364789926	0.381	0.039	0	B cell
Derl3	0	1.28312156	0.33	0.015	0	B cell
Cd74	0	1.15913325	0.669	0.108	0	B cell
Irf4	0	1.142650456	0.284	0.002	0	B cell
AU020206	0	1.077053649	0.299	0.022	0	B cell
Prdm1	0	1.072263228	0.259	0.009	0	B cell
Eaf2	0	1.064765002	0.254	0.004	0	B cell
Itga4	0	1.055873979	0.284	0.015	0	B cell
Ly6a	6.96E-241	1.279693331	0.356	0.045	2.16E-236	B cell
Hsp90b1	7.48E-229	1.784074003	0.975	0.816	2.32E-224	B cell
Txndc5	4.95E-221	2.133778427	0.79	0.367	1.54E-216	B cell
Trp53inp1	5.50E-197	1.883989508	0.693	0.261	1.71E-192	B cell
Fam214a	2.76E-192	1.275471428	0.36	0.059	8.58E-188	B cell
Ckap4	7.72E-191	1.036202712	0.375	0.06	2.40E-186	B cell
Pim1	8.81E-190	1.382579772	0.436	0.087	2.74E-185	B cell
Malat1	6.15E-172	1.093083598	1	0.702	1.91E-167	B cell
Jund	9.18E-158	1.434173341	0.831	0.496	2.85E-153	B cell
Xbp1	1.18E-150	1.442228307	0.814	0.58	3.66E-146	B cell
Gm42418	4.89E-146	0.921049962	1	1	1.52E-141	B cell
Gm10076	1.49E-139	0.772618003	0.975	0.968	4.63E-135	B cell
Srgn	2.34E-134	0.796602584	0.292	0.049	7.26E-130	B cell
Sec11c	3.66E-112	1.480851557	0.705	0.468	1.14E-107	B cell
Cyba	4.34E-108	0.811404517	0.373	0.09	1.35E-103	B cell
Edem1	1.16E-100	1.485528218	0.591	0.313	3.60E-96	B cell
H2-Ab1	4.40E-99	0.445509819	0.278	0.055	1.37E-94	B cell
Txndc11	7.15E-92	1.269098685	0.398	0.135	2.22E-87	B cell
Serp1	4.82E-82	0.922231561	0.79	0.658	1.50E-77	B cell
Rpl41	5.76E-75	0.662652085	0.896	0.877	1.79E-70	B cell
Tcf4	2.04E-74	0.816092243	0.434	0.153	6.32E-70	B cell
Rpl38	8.08E-73	0.569826975	0.943	0.919	2.51E-68	B cell
Msi2	4.60E-68	0.939111861	0.33	0.111	1.43E-63	B cell
Ndufa1	3.32E-67	0.820467279	0.786	0.721	1.03E-62	B cell
Ccnd2	3.57E-66	0.603108724	0.273	0.072	1.11E-61	B cell
Smchd1	1.33E-61	0.940553351	0.288	0.092	4.14E-57	B cell
Vars	9.33E-61	1.01709449	0.312	0.11	2.90E-56	B cell
Sel1l	1.46E-58	1.171384527	0.409	0.191	4.55E-54	B cell
Gm26917	2.19E-53	0.877068347	0.598	0.372	6.81E-49	B cell
Rps8	1.56E-51	0.447522053	0.96	0.956	4.83E-47	B cell
Rpl37a	3.74E-49	0.504206676	0.881	0.861	1.16E-44	B cell
Rpl35a	4.10E-48	0.58890837	0.812	0.786	1.27E-43	B cell
Tmsb10	1.01E-46	0.640327024	0.727	0.545	3.12E-42	B cell
H13	6.72E-46	1.033671029	0.591	0.489	2.09E-41	B cell
Rps28	6.74E-46	0.59681126	0.809	0.798	2.09E-41	B cell
Pdia4	1.85E-39	1.326800499	0.536	0.437	5.75E-35	B cell
Rplp2	2.06E-39	0.431055361	0.866	0.888	6.40E-35	B cell
Ell2	2.21E-39	1.025557405	0.314	0.149	6.86E-35	B cell
Rps21	3.67E-39	0.481085049	0.833	0.841	1.14E-34	B cell
Rps29	4.77E-37	0.514874359	0.799	0.779	1.48E-32	B cell
Herpud1	2.76E-36	0.988204391	0.585	0.5	8.57E-32	B cell
Creld2	5.56E-35	1.494227705	0.477	0.361	1.73E-30	B cell
Mtdh	8.39E-34	1.014678478	0.538	0.438	2.60E-29	B cell
Rps27a	6.29E-32	0.359323043	0.93	0.952	1.95E-27	B cell
Fosb	1.00E-30	0.885784605	0.32	0.164	3.11E-26	B cell
Ralgps2	1.42E-30	0.84517708	0.369	0.212	4.41E-26	B cell
Syvn1	2.98E-30	0.945012819	0.311	0.165	9.25E-26	B cell
Crip1	5.44E-30	1.066733999	0.256	0.108	1.69E-25	B cell
Rpn1	1.47E-29	0.893193797	0.557	0.496	4.57E-25	B cell
Snrnp70	7.24E-29	0.759856623	0.536	0.419	2.25E-24	B cell
Rps24	1.31E-28	0.345699071	0.913	0.926	4.05E-24	B cell
Serinc3	1.64E-27	0.746375162	0.481	0.348	5.10E-23	B cell
St6gal1	2.93E-26	0.92379594	0.347	0.215	9.08E-22	B cell
Ptp4a2	2.26E-25	0.812050121	0.43	0.304	7.02E-21	B cell
Mcl1	1.18E-23	0.726052596	0.33	0.192	3.65E-19	B cell
Rps20	1.16E-22	0.306884672	0.892	0.917	3.60E-18	B cell
Cox17	1.78E-22	0.746918235	0.572	0.537	5.52E-18	B cell
Rplp1	4.42E-22	0.354966099	0.78	0.829	1.37E-17	B cell
Shisa5	3.13E-21	0.891649649	0.318	0.201	9.72E-17	B cell
Sub1	4.96E-20	0.925738414	0.544	0.545	1.54E-15	B cell
Rexo2	1.24E-18	0.718247053	0.534	0.528	3.86E-14	B cell
Selenos	2.45E-18	0.604647731	0.595	0.603	7.61E-14	B cell
Lars2	2.90E-18	0.403082611	0.638	0.602	9.00E-14	B cell
Rpl10	2.32E-17	0.508633784	0.638	0.665	7.21E-13	B cell
Son	3.69E-15	0.487066202	0.523	0.46	1.14E-10	B cell
Atf6	9.85E-15	0.708147666	0.258	0.163	3.06E-10	B cell
Rpl22	5.68E-14	0.330347954	0.72	0.805	1.76E-09	B cell
Rpl23	2.74E-13	0.258748099	0.852	0.916	8.49E-09	B cell
Eif3a	4.00E-12	0.618024512	0.456	0.411	1.24E-07	B cell
Rpl17	1.69E-11	0.407469348	0.602	0.663	5.26E-07	B cell
Vcp	2.14E-11	0.643006116	0.485	0.486	6.63E-07	B cell
Srp9	4.76E-11	0.410465244	0.612	0.682	1.48E-06	B cell
Luc7l2	7.47E-11	0.627313296	0.4	0.346	2.32E-06	B cell
Trabd	1.16E-10	0.273446895	0.138	0.309	3.61E-06	B cell
Rbm39	3.83E-10	0.48428811	0.504	0.497	1.19E-05	B cell
Sec61a1	5.24E-10	0.742830928	0.403	0.387	1.63E-05	B cell
Spcs3	1.37E-09	0.796791952	0.324	0.277	4.24E-05	B cell
Hspa5	1.67E-09	0.660447859	0.633	0.671	5.19E-05	B cell
Eif2s2	1.91E-09	0.415037456	0.593	0.659	5.94E-05	B cell
Ssr3	7.76E-09	0.59328027	0.502	0.542	0.000240996	B cell
Anp32e	8.30E-09	0.660482728	0.256	0.189	0.000257648	B cell
Top1	9.10E-09	0.629450023	0.407	0.388	0.000282551	B cell
Uso1	9.65E-09	0.648063007	0.269	0.208	0.00029964	B cell
H2-K1	1.95E-08	0.299139105	0.699	0.72	0.00060693	B cell
Eif4a2	4.08E-08	0.561807927	0.303	0.243	0.00126552	B cell
Rpl36a	4.45E-08	0.29795405	0.657	0.764	0.001380927	B cell
Rrbp1	4.60E-08	0.250012675	0.667	0.698	0.00142951	B cell
Eif5b	1.61E-07	0.553259143	0.4	0.376	0.005000094	B cell
Ergic1	2.47E-07	0.343332853	0.163	0.311	0.007660779	B cell
Ktn1	2.96E-07	0.444968758	0.256	0.189	0.009198806	B cell
Fos	4.11E-07	0.5360376	0.487	0.484	0.012773889	B cell
H3f3b	4.73E-07	0.294865073	0.691	0.748	0.014687378	B cell
Jun	2.78E-06	0.423382484	0.491	0.496	0.086179421	B cell
Manf	1.28E-05	0.589067068	0.525	0.607	0.398355291	B cell
Nktr	3.81E-05	0.473039876	0.286	0.249	1	B cell
Rpn2	9.50E-05	0.325872669	0.246	0.414	1	B cell
Dnajb9	0.000127462	0.328432181	0.155	0.264	1	B cell
Erlec1	0.000285349	0.559485109	0.273	0.255	1	B cell
Edem2	0.000465998	0.80212058	0.265	0.259	1	B cell
Rps27	0.000539141	0.434870099	0.475	0.546	1	B cell
Arf6	0.000587278	0.29656833	0.161	0.262	1	B cell
Srsf11	0.000587713	0.269118834	0.208	0.329	1	B cell
Tcf25	0.001087466	0.444446976	0.403	0.442	1	B cell
Calr	0.001123302	0.303014972	0.341	0.539	1	B cell
Ddost	0.001174705	0.298428993	0.292	0.468	1	B cell
Slpi	0.001241578	0.981878612	0.309	0.467	1	B cell
Rap1a	0.001515964	0.28470058	0.267	0.423	1	B cell
Tmed9	0.001730405	0.252059318	0.295	0.465	1	B cell
Rbm25	0.00196341	0.441353239	0.356	0.368	1	B cell
Sec31a	0.002160451	0.269364966	0.163	0.252	1	B cell
Ddx39b	0.002625657	0.26883758	0.22	0.336	1	B cell
Tram1	0.002747517	0.303252385	0.29	0.455	1	B cell
Mbnl1	0.003422071	0.326851952	0.267	0.244	1	B cell
Rpl9	0.009344098	0.282933707	0.523	0.643	1	B cell
S100a9	0	4.896222488	0.747	0.043	0	NP
S100a8	0	4.811609327	0.804	0.047	0	NP
Ngp	0	4.781061329	0.52	0.004	0	NP
Camp	0	4.760424823	0.547	0.015	0	NP
