source	term_name	term_id	adjusted_p_value	negative_log10_of_adjusted_p_value	Fold_enrichment	term_size	query_size	intersection_size	effective_domain_size	intersections
GO:CC	organellar ribosome	GO:0000313	2.65E-17	16.57630296	8.280225842	95	811	30	21265	MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL28,MRPL30,MRPL34,MRPL35,MRPL42,MRPL43,MRPL50,MRPL54,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,NDUFA7,NDUFAB1
GO:CC	oxidoreductase complex	GO:1990204	1.10E-16	15.95965117	7.596655796	107	811	31	21265	CYC1,ETFA,GCSH,NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,P4HB,SDHB,SDHD,UQCRB,UQCRC1,UQCRC2,UQCRFS1
GO:CC	cytosolic small ribosomal subunit	GO:0022627	2.23E-15	14.6507955	11.71563869	47	811	21	21265	FAU,ISG15,RPS10,RPS11,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS24,RPS26,RPS3,RPS3A1,RPS4X,RPS5,RPS6,RPS7,RPSA,UBA52
GO:CC	respiratory chain complex I	GO:0045271	2.23E-15	14.6507955	11.71563869	47	811	21	21265	NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2
GO:CC	mitochondrial respiratory chain complex I	GO:0005747	2.23E-15	14.6507955	11.71563869	47	811	21	21265	NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2
GO:CC	NADH dehydrogenase complex	GO:0030964	3.83E-15	14.41660002	11.47156289	48	811	21	21265	NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2
GO:CC	cellular anatomical entity	GO:0110165	4.76E-15	14.32268158	1.068601736	19679	811	802	21265	SEPT7,0610009B22RIK,1300017J02RIK,A2ML1,AADAC,ABHD5,ACADL,ACADS,ACAT1,ACP1,ACP5,ACTB,ACTG1,ADH5,ADIPOR1,ADK,ADRM1,AES,AFP,AGPAT2,AGT,AGXT,AHCY,AHSG,AIG1,AK2,AK6,AKR1A1,AKR1C18,AKR1C20,AKR1C6,AKR7A5,ALAD,ALB,ALDH2,ALDH8A1,ALDOA,ALDOB,AMBP,ANG,ANGPTL3,ANGPTL8,ANXA2,ANXA4,ANXA5,AP2M1,APCS,APOA1,APOA2,APOC1,APOC3,APOF,APOH,APOM,APRT,ARF1,ARF4,ARF5,ARL1,ARL6IP5,ARPC1B,ARPC2,ARPC3,ARPC5L,ASGR1,ASGR2,ASS1,ATOX1,ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0E,ATP6V1E1,ATP6V1F,ATP6V1G1,ATXN10,AUP1,AURKAIP1,AZGP1,BAG1,BC004004,BC031181,BCAP31,BCCIP,BLOC1S1,BLVRB,BOLA3,BPHL,BRI3,BSG,BST2,BTF3,C1QBP,C4BP,C8G,CALM1,CAPNS1,CAPZB,CAR8,CBR1,CCDC107,CCDC124,CCL9,CCS,CCT5,CCT7,CCT8,CD1D1,CD302,CD47,CD63,CD81,CD9,CDK2AP2,CEBPB,CELA1,CENPX,CERS2,CES2A,CFB,CFI,CFL1,CHCHD10,CHCHD2,CHCHD3,CHMP2A,CHMP2B,CIB1,CIDEB,CISD1,CLDN3,CLPP,CLTA,CLTB,CLU,CMBL,CMTM8,CNBP,CNIH1,CNPY2,COA3,COMMD3,COMT,COPE,COPS6,COX19,COX4I1,COX5A,COX5B,COX6B1,COX7A2,COX7B,COX8A,CPB2,CPN1,CREG1,CRELD2,CRIP2,CSNK2B,CST3,CSTB,CTSA,CTSH,CTSL,CTSZ,CXCL1,CXCL13,CYB5A,CYB5R3,CYC1,CYCS,CYP1A2,CYP2A12,CYP2A4,CYP2C68,CYP2C70,CYP2D22,CYP2D26,CYP2D9,CYSTM1,DAD1,DBI,DCTN3,DCXR,DDAH1,DDOST,DDRGK1,DDT,DERL1,DERL2,DGAT2,DHRS1,DHRS4,DNAJB11,DNAJC3,DYNLRB1,EBP,ECH1,ECHDC2,ECHDC3,ECHS1,ECI1,EDF1,EEF1A1,EEF1D,EIF1,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF4E2,EIF4EBP1,EIF5A,EIF6,ELOB,EMC4,EMC6,EMC7,ENO1,ERG28,ERGIC3,ERH,ERP29,ERP44,ESD,ETFA,F10,F2,FABP1,FABP2,FABP5,FADS2,FAM162A,FAM210B,FAM96A,FAU,FBP1,FBXO6,FDFT1,FDPS,FETUB,FGA,FGB,FGG,FGL1,FH1,FIS1,FKBP11,FKBP1A,FKBP2,FOXA3,FTH1,FXYD1,GABARAP,GABARAPL2,GADD45GIP1,GALK1,GAMT,GAPDH,GCHFR,GCLM,GCSH,GDI2,GFER,GHITM,GJB2,GLMP,GLO1,GLRX3,GLRX5,GLUD1,GLYAT,GNB2,GNG12,GNG5,GNMT,GNPNAT1,GPI1,GPX1,GPX4,GRCC10,GRHPR,GRINA,GRPEL1,GSS,GSTA3,GSTA4,GSTM1,GSTM2,GSTM3,GSTM6,GSTM7,GSTP1,GSTT1,GSTT3,GSTZ1,GTF2B,GUK1,H2AFJ,H2AFZ,H2-KE6,H2-Q10,H2-T22,H3F3A,H3F3B,HAAO,HACD2,HADH,HAO1,HERPUD1,HGFAC,HINT1,HIST1H2BC,HMGB1,HMGCL,HMGN1,HNRNPF,HP,HPD,HPX,HRG,HSBP1,HSD11B1,HSD17B10,HSD17B12,HSD17B2,HSD3B3,HSD3B7,HSP90AB1,HSPA8,HSPB8,IDH1,IDH2,IDH3B,IER2,IFI27,IFI27L2B,IFITM2,IFITM3,IFNAR2,IFT20,IGFBP1,IGFBP2,ISCA2,ISCU,ISG15,ITM2B,JTB,KDELR1,KDELR2,KHK,KNG1,KNG2,KRT18,KRTCAP2,KXD1,LAMTOR1,LAMTOR2,LAMTOR4,LAP3,LAPTM4A,LCN2,LDHA,LGALS9,LITAF,LMAN2,LRG1,LY6D,LY6E,MAD2L2,MANF,MAP1LC3B,MAP2K2,MASP2,MBL2,MDH1,MDH2,MEA1,MED28,MED29,MGST1,MGST3,MIF,MLF2,MOCS2,MPC1,MPC2,MPDU1,MRAP,MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL28,MRPL30,MRPL34,MRPL35,MRPL42,MRPL43,MRPL50,MRPL54,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,MSRB1,MT1,MTCH2,MTHFS,MTHFSL,MTX2,MUP20,MUP3,MVB12A,MYDGF,MYL12A,MYL12B,MYL6,NACA,NAXE,NDFIP1,NDFIP2,NDUFA10,NDUFA11,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NEDD8,NENF,NINJ1,NIPSNAP1,NIPSNAP3B,NIT2,NME2,NPC2,NR0B2,NT5C,NUDC,NUDT4,OAZ1,OCIAD2,ORM1,OST4,OSTC,P4HB,PA2G4,PAIP2,PAM16,PARK7,PCBD1,PCBP1,PDCD5,PDCD6,PDIA3,PDIA6,PDZD11,PEBP1,PEMT,PERP,PFDN5,PFN1,PGAM1,PGK1,PGLS,PGLYRP2,PGM2,PGRMC1,PHB,PHB2,PHYH,PLA2G12B,PLSCR1,PMPCB,PMVK,PNKD,PNPLA7,PNRC1,POLD4,POLR1D,POMP,PON1,PPA1,PPA2,PPIA,PPIB,PPP1CA,PRDX1,PRDX2,PRDX3,PRDX4,PRDX5,PRDX6,PRELID1,PROC,PSENEN,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD12,PSMD4,PSMD7,PSMD8,PSME1,PSME2,PTMA,PXMP2,QDPR,QPRT,RAB11A,RAB4A,RAC1,RAN,RANBP1,RAP1A,RARRES2,RASGRP2,RBM3,RBP1,RBP4,RBX1,RCL1,RDH16F2,RDH7,REEP5,REEP6,RER1,REXO2,RHEB,RHOA,RHOC,RHOD,RIDA,RNASE4,RNF181,RNH1,ROGDI,RPL10A,RPL10-PS3,RPL11,RPL13,RPL14,RPL15,RPL18,RPL18A,RPL19,RPL21,RPL24,RPL26,RPL27,RPL28,RPL29,RPL3,RPL31,RPL32,RPL34,RPL36,RPL36AL,RPL6,RPL7,RPL7A,RPL8,RPL9-PS6,RPLP0,RPS10,RPS11,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS24,RPS26,RPS3,RPS3A1,RPS4X,RPS5,RPS6,RPS7,RPSA,RTRAF,S100A10,S100A11,SAP18,SAR1B,SAT1,SC5D,SCP2,SDF2L1,SDF4,SDHB,SDHD,SEC11A,SEC11C,SEC13,SEC61B,SEC61G,SELENBP1,SELENOF,SELENOK,SELENOP,SELENOW,SEPHS2,SERF2,SERPINA10,SERPINA11,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3K,SERPINA3M,SERPINA3N,SERPINC1,SERPIND1,SERPINF1,SERPING1,SFR1,SH3GLB1,SIGMAR1,SKP1A,SLC10A1,SLC22A18,SLC25A17,SLC25A39,SLC25A47,SLC25A5,SLC27A2,SLC31A1,SLC35B1,SLC48A1,SLC6A13,SLC9A3R1,SLPI,SMAGP,SMDT1,SMIM14,SMIM20,SNRPD2,SNU13,SNX3,SOD2,SPCS1,SPCS2,SPINT2,SPP2,SPR,SPTSSA,SQOR,SQSTM1,SRA1,SRP14,SRP72,SSR2,SSR4,SSU72,STK16,STOML2,STUB1,SUCLG1,SUMO2,SWI5,TALDO1,TBRG1,TECR,TFG,TIMM13,TIMM17B,TIMM23,TIMM8A1,TIMM8B,TM2D2,TM2D3,TM4SF4,TM6SF2,TM7SF2,TMBIM4,TMED10,TMED2,TMEM120A,TMEM126A,TMEM147,TMEM14C,TMEM150A,TMEM167,TMEM176A,TMEM176B,TMEM205,TMEM208,TMEM234,TMEM258,TMEM37,TMEM50A,TMEM59,TMEM97,TNFRSF12A,TNFSF13,TOMM22,TPI1,TPT1,TRAPPC1,TRMT112,TSPAN31,TSPO,TST,TSTD1,TTR,TUBA1C,TUBB2A,TUBB4B,TUBB5,TUFM,TXN2,TXNDC17,TXNL1,U2AF1,UBA52,UBB,UBE2D3,UBE2F,UBE2I,UBE2L3,UBE2N,UBE2V1,UGT1A1,UGT2B36,UGT2B5,UOX,UPB1,UQCC2,UQCRB,UQCRC1,UQCRC2,UQCRFS1,URAH,VAMP8,VAPA,VDAC2,VDAC3,VKORC1,VMP1,VPS28,VPS29,VTI1B,VTN,XBP1,YBX1,YIF1A,YWHAQ,ZFP706,ZNHIT1
GO:CC	endoplasmic reticulum membrane	GO:0005789	9.05E-15	14.04333416	2.560090381	973	811	95	21265	AADAC,AGPAT2,ALDOB,ARL6IP5,AUP1,BCAP31,BSG,CERS2,CNIH1,CYB5A,CYB5R3,CYP1A2,CYP2A12,CYP2A4,CYP2C70,CYP2D9,DAD1,DDOST,DDRGK1,DERL1,DERL2,DGAT2,EBP,EIF5A,EMC4,EMC6,EMC7,ERG28,ERGIC3,ERP44,FADS2,FDFT1,FKBP1A,FKBP2,GABARAPL2,H2-Q10,HACD2,HERPUD1,HPD,HSD11B1,HSD17B12,HSD3B3,HSD3B7,KDELR1,KDELR2,KRTCAP2,LMAN2,MGST1,MGST3,MRAP,OST4,OSTC,PDCD6,PDIA3,PEMT,PGRMC1,PNPLA7,PSENEN,RDH16F2,REEP6,RHEB,RPL27,RPS26,SAR1B,SC5D,SDF2L1,SEC11A,SEC11C,SEC13,SEC61B,SEC61G,SELENOK,SIGMAR1,SLC27A2,SLC35B1,SMIM14,SPCS1,SPCS2,SPTSSA,SSR2,SSR4,TECR,TM6SF2,TM7SF2,TMED10,TMED2,TMEM147,TMEM208,TMEM258,TMEM97,UGT1A1,VAPA,VKORC1,XBP1,YIF1A
GO:CC	nuclear outer membrane-endoplasmic reticulum membrane network	GO:0042175	4.71E-14	13.3271158	2.495959861	998	811	95	21265	AADAC,AGPAT2,ALDOB,ARL6IP5,AUP1,BCAP31,BSG,CERS2,CNIH1,CYB5A,CYB5R3,CYP1A2,CYP2A12,CYP2A4,CYP2C70,CYP2D9,DAD1,DDOST,DDRGK1,DERL1,DERL2,DGAT2,EBP,EIF5A,EMC4,EMC6,EMC7,ERG28,ERGIC3,ERP44,FADS2,FDFT1,FKBP1A,FKBP2,GABARAPL2,H2-Q10,HACD2,HERPUD1,HPD,HSD11B1,HSD17B12,HSD3B3,HSD3B7,KDELR1,KDELR2,KRTCAP2,LMAN2,MGST1,MGST3,MRAP,OST4,OSTC,PDCD6,PDIA3,PEMT,PGRMC1,PNPLA7,PSENEN,RDH16F2,REEP6,RHEB,RPL27,RPS26,SAR1B,SC5D,SDF2L1,SEC11A,SEC11C,SEC13,SEC61B,SEC61G,SELENOK,SIGMAR1,SLC27A2,SLC35B1,SMIM14,SPCS1,SPCS2,SPTSSA,SSR2,SSR4,TECR,TM6SF2,TM7SF2,TMED10,TMED2,TMEM147,TMEM208,TMEM258,TMEM97,UGT1A1,VAPA,VKORC1,XBP1,YIF1A
GO:CC	peptidase complex	GO:1905368	2.78E-13	12.55623081	6.940777544	102	811	27	21265	ADRM1,AK6,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD12,PSMD4,PSMD7,PSMD8,PSME1,PSME2,SEC11A,SEC11C,SPCS1,SPCS2,TXNL1
GO:CC	proteasome complex	GO:0000502	2.56E-12	11.59101414	8.240796195	70	811	22	21265	ADRM1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD12,PSMD4,PSMD7,PSMD8,PSME1,PSME2,TXNL1
GO:CC	endopeptidase complex	GO:1905369	1.75E-11	10.75751522	7.590207022	76	811	22	21265	ADRM1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD12,PSMD4,PSMD7,PSMD8,PSME1,PSME2,TXNL1
GO:CC	polysomal ribosome	GO:0042788	2.85E-11	10.5453139	12.68744282	31	811	15	21265	BTF3,EIF3H,RPL11,RPL18,RPL18A,RPL19,RPL24,RPL29,RPL31,RPL32,RPL36,RPL6,RPL7A,RPL8,RPS26
GO:CC	proteasome core complex	GO:0005839	1.25E-10	9.903796002	16.56045168	19	811	12	21265	PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8
GO:CC	mitochondrial large ribosomal subunit	GO:0005762	2.15E-10	9.668172048	8.167108003	61	811	19	21265	MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL28,MRPL30,MRPL34,MRPL35,MRPL42,MRPL43,MRPL50,MRPL54,MRPL55,MRPL58,MRPS18A,NDUFAB1
GO:CC	organellar large ribosomal subunit	GO:0000315	2.15E-10	9.668172048	8.167108003	61	811	19	21265	MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL28,MRPL30,MRPL34,MRPL35,MRPL42,MRPL43,MRPL50,MRPL54,MRPL55,MRPL58,MRPS18A,NDUFAB1
GO:CC	polysome	GO:0005844	3.26E-10	9.486410304	7.491632905	70	811	20	21265	BTF3,EIF3H,PSMA6,RPL11,RPL18,RPL18A,RPL19,RPL24,RPL29,RPL31,RPL32,RPL36,RPL6,RPL7,RPL7A,RPL8,RPS26,RPS3,RPS4X,RPS6
GO:CC	intracellular organelle lumen	GO:0070013	1.01E-09	8.994841336	1.468181411	4697	811	263	21265	ACADL,ACADS,ACAT1,ACTB,ADK,ADRM1,AES,AGXT,AK2,AK6,ALDH2,ALDOA,ANG,APRT,ATP5B,ATP5F1,AURKAIP1,BC004004,BCCIP,BLOC1S1,BLVRB,BOLA3,C1QBP,CALM1,CCS,CCT8,CD63,CEBPB,CENPX,CFL1,CHCHD10,CHCHD2,CIB1,CLPP,CLU,CMTM8,COPE,COPS6,COX19,COX4I1,CSNK2B,CSTB,CTSL,CYC1,CYCS,DCTN3,DDRGK1,DNAJB11,DNAJC3,ECHS1,ECI1,EDF1,EEF1A1,EEF1D,EIF6,ELOB,ERP29,ERP44,ETFA,FABP1,FAM96A,FDPS,FOXA3,FTH1,GCHFR,GFER,GLO1,GLRX5,GLUD1,GPI1,GPX4,GRCC10,GRPEL1,GTF2B,H2AFJ,H2AFZ,H2-KE6,H3F3A,H3F3B,HADH,HINT1,HIST1H2BC,HMGB1,HMGCL,HMGN1,HNRNPF,HSD3B3,HSPA8,HSPB8,IER2,ISCU,KRT18,LAP3,LCN2,LITAF,MAD2L2,MANF,MDH2,MED28,MED29,MIF,MOCS2,MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL28,MRPL30,MRPL34,MRPL35,MRPL42,MRPL43,MRPL50,MRPL54,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,MTHFS,MTHFSL,MTX2,MVB12A,NAXE,NDUFA10,NDUFA13,NDUFA7,NDUFA8,NDUFAB1,NDUFB5,NDUFB6,NDUFS2,NDUFS3,NDUFS5,NEDD8,NENF,NR0B2,P4HB,PA2G4,PAM16,PARK7,PCBD1,PCBP1,PDIA3,PDIA6,PHB,PHB2,PHYH,PLSCR1,PMPCB,POLD4,POLR1D,POMP,PPIB,PPP1CA,PRDX1,PRDX5,PRELID1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC4,PSMD12,PSMD4,PSMD7,PSME1,PSME2,PTMA,RAN,RBM3,RBP1,RBX1,RCL1,REXO2,RIDA,RNH1,RPL11,RPL13,RPL18,RPL19,RPL26,RPL3,RPL31,RPL36,RPL6,RPL7A,RPS10,RPS14,RPS19,RPS2,RPS3,RPS3A1,RPS6,RPS7,RTRAF,SAP18,SCP2,SDF2L1,SDF4,SDHB,SEC13,SELENBP1,SELENOF,SFR1,SKP1A,SLC25A5,SLC27A2,SMAGP,SMDT1,SNU13,SOD2,SPR,SQSTM1,SRA1,SRP72,SSU72,STOML2,STUB1,SUCLG1,SUMO2,SWI5,TBRG1,TIMM13,TIMM8A1,TIMM8B,TPT1,TRMT112,TST,TUBB5,TUFM,TXN2,U2AF1,UBA52,UBB,UBE2I,UBE2N,UBE2V1,UQCC2,UQCRC2,VDAC2,VMP1,VTN,ZNHIT1
GO:CC	organelle lumen	GO:0043233	1.04E-09	8.984266393	1.467868899	4698	811	263	21265	ACADL,ACADS,ACAT1,ACTB,ADK,ADRM1,AES,AGXT,AK2,AK6,ALDH2,ALDOA,ANG,APRT,ATP5B,ATP5F1,AURKAIP1,BC004004,BCCIP,BLOC1S1,BLVRB,BOLA3,C1QBP,CALM1,CCS,CCT8,CD63,CEBPB,CENPX,CFL1,CHCHD10,CHCHD2,CIB1,CLPP,CLU,CMTM8,COPE,COPS6,COX19,COX4I1,CSNK2B,CSTB,CTSL,CYC1,CYCS,DCTN3,DDRGK1,DNAJB11,DNAJC3,ECHS1,ECI1,EDF1,EEF1A1,EEF1D,EIF6,ELOB,ERP29,ERP44,ETFA,FABP1,FAM96A,FDPS,FOXA3,FTH1,GCHFR,GFER,GLO1,GLRX5,GLUD1,GPI1,GPX4,GRCC10,GRPEL1,GTF2B,H2AFJ,H2AFZ,H2-KE6,H3F3A,H3F3B,HADH,HINT1,HIST1H2BC,HMGB1,HMGCL,HMGN1,HNRNPF,HSD3B3,HSPA8,HSPB8,IER2,ISCU,KRT18,LAP3,LCN2,LITAF,MAD2L2,MANF,MDH2,MED28,MED29,MIF,MOCS2,MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL28,MRPL30,MRPL34,MRPL35,MRPL42,MRPL43,MRPL50,MRPL54,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,MTHFS,MTHFSL,MTX2,MVB12A,NAXE,NDUFA10,NDUFA13,NDUFA7,NDUFA8,NDUFAB1,NDUFB5,NDUFB6,NDUFS2,NDUFS3,NDUFS5,NEDD8,NENF,NR0B2,P4HB,PA2G4,PAM16,PARK7,PCBD1,PCBP1,PDIA3,PDIA6,PHB,PHB2,PHYH,PLSCR1,PMPCB,POLD4,POLR1D,POMP,PPIB,PPP1CA,PRDX1,PRDX5,PRELID1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC4,PSMD12,PSMD4,PSMD7,PSME1,PSME2,PTMA,RAN,RBM3,RBP1,RBX1,RCL1,REXO2,RIDA,RNH1,RPL11,RPL13,RPL18,RPL19,RPL26,RPL3,RPL31,RPL36,RPL6,RPL7A,RPS10,RPS14,RPS19,RPS2,RPS3,RPS3A1,RPS6,RPS7,RTRAF,SAP18,SCP2,SDF2L1,SDF4,SDHB,SEC13,SELENBP1,SELENOF,SFR1,SKP1A,SLC25A5,SLC27A2,SMAGP,SMDT1,SNU13,SOD2,SPR,SQSTM1,SRA1,SRP72,SSU72,STOML2,STUB1,SUCLG1,SUMO2,SWI5,TBRG1,TIMM13,TIMM8A1,TIMM8B,TPT1,TRMT112,TST,TUBB5,TUFM,TXN2,U2AF1,UBA52,UBB,UBE2I,UBE2N,UBE2V1,UQCC2,UQCRC2,VDAC2,VMP1,VTN,ZNHIT1
GO:CC	membrane-enclosed lumen	GO:0031974	1.04E-09	8.984266393	1.467868899	4698	811	263	21265	ACADL,ACADS,ACAT1,ACTB,ADK,ADRM1,AES,AGXT,AK2,AK6,ALDH2,ALDOA,ANG,APRT,ATP5B,ATP5F1,AURKAIP1,BC004004,BCCIP,BLOC1S1,BLVRB,BOLA3,C1QBP,CALM1,CCS,CCT8,CD63,CEBPB,CENPX,CFL1,CHCHD10,CHCHD2,CIB1,CLPP,CLU,CMTM8,COPE,COPS6,COX19,COX4I1,CSNK2B,CSTB,CTSL,CYC1,CYCS,DCTN3,DDRGK1,DNAJB11,DNAJC3,ECHS1,ECI1,EDF1,EEF1A1,EEF1D,EIF6,ELOB,ERP29,ERP44,ETFA,FABP1,FAM96A,FDPS,FOXA3,FTH1,GCHFR,GFER,GLO1,GLRX5,GLUD1,GPI1,GPX4,GRCC10,GRPEL1,GTF2B,H2AFJ,H2AFZ,H2-KE6,H3F3A,H3F3B,HADH,HINT1,HIST1H2BC,HMGB1,HMGCL,HMGN1,HNRNPF,HSD3B3,HSPA8,HSPB8,IER2,ISCU,KRT18,LAP3,LCN2,LITAF,MAD2L2,MANF,MDH2,MED28,MED29,MIF,MOCS2,MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL28,MRPL30,MRPL34,MRPL35,MRPL42,MRPL43,MRPL50,MRPL54,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,MTHFS,MTHFSL,MTX2,MVB12A,NAXE,NDUFA10,NDUFA13,NDUFA7,NDUFA8,NDUFAB1,NDUFB5,NDUFB6,NDUFS2,NDUFS3,NDUFS5,NEDD8,NENF,NR0B2,P4HB,PA2G4,PAM16,PARK7,PCBD1,PCBP1,PDIA3,PDIA6,PHB,PHB2,PHYH,PLSCR1,PMPCB,POLD4,POLR1D,POMP,PPIB,PPP1CA,PRDX1,PRDX5,PRELID1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC4,PSMD12,PSMD4,PSMD7,PSME1,PSME2,PTMA,RAN,RBM3,RBP1,RBX1,RCL1,REXO2,RIDA,RNH1,RPL11,RPL13,RPL18,RPL19,RPL26,RPL3,RPL31,RPL36,RPL6,RPL7A,RPS10,RPS14,RPS19,RPS2,RPS3,RPS3A1,RPS6,RPS7,RTRAF,SAP18,SCP2,SDF2L1,SDF4,SDHB,SEC13,SELENBP1,SELENOF,SFR1,SKP1A,SLC25A5,SLC27A2,SMAGP,SMDT1,SNU13,SOD2,SPR,SQSTM1,SRA1,SRP72,SSU72,STOML2,STUB1,SUCLG1,SUMO2,SWI5,TBRG1,TIMM13,TIMM8A1,TIMM8B,TPT1,TRMT112,TST,TUBB5,TUFM,TXN2,U2AF1,UBA52,UBB,UBE2I,UBE2N,UBE2V1,UQCC2,UQCRC2,VDAC2,VMP1,VTN,ZNHIT1
GO:CC	cytochrome complex	GO:0070069	5.26E-08	7.279328916	10.02556756	34	811	13	21265	COA3,COX4I1,COX5A,COX6B1,COX7B,COX8A,CYC1,NDUFA4,UGT1A1,UQCRB,UQCRC1,UQCRC2,UQCRFS1
GO:CC	catalytic complex	GO:1902494	7.47E-08	7.126750902	1.912124355	1385	811	101	21265	ACTB,ADRM1,AK6,AURKAIP1,BCCIP,CALM1,CYC1,DAD1,DDOST,DERL1,DERL2,DYNLRB1,ELOB,ENO1,ERH,ETFA,FBXO6,GCLM,GCSH,GNB2,GNG12,GNG5,GRHPR,GTF2B,HINT1,HNRNPF,HSD17B10,KRTCAP2,MAD2L2,NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,OST4,OSTC,P4HB,PDCD6,POLD4,POLR1D,PPP1CA,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD12,PSMD4,PSMD7,PSMD8,PSME1,PSME2,QPRT,RBX1,SDHB,SDHD,SEC11A,SEC11C,SKP1A,SNRPD2,SPCS1,SPCS2,SPTSSA,STUB1,SUCLG1,TMEM258,TXNL1,UBE2I,UBE2L3,UBE2N,UBE2V1,UQCRB,UQCRC1,UQCRC2,UQCRFS1,ZNHIT1
