ID	human_organism	human_gene	mouse_organism	mouse_gene
69295	human	SDR39U1	"mouse, laboratory"	Sdr39u1
69297	human	CHPT1	"mouse, laboratory"	Chpt1
69303	human	MAN1C1	"mouse, laboratory"	Man1c1
69306	human	ABO	"mouse, laboratory"	Abo
69311	human	PLIN4	"mouse, laboratory"	Plin4
69314	human	ZNF512B	"mouse, laboratory"	Zfp512b
69315	human	NLN	"mouse, laboratory"	Nln
69316	human	XPO5	"mouse, laboratory"	Xpo5
69317	human	NLGN2	"mouse, laboratory"	Nlgn2
69318	human	ARRDC3	"mouse, laboratory"	Arrdc3
69325	human	ZNF248	"mouse, laboratory"	Zfp248
69331	human	CACNA1I	"mouse, laboratory"	Cacna1i
69337	human	AHCYL2	"mouse, laboratory"	Ahcyl2
69339	human	RBFOX1	"mouse, laboratory"	Rbfox1
69340	human	NEK7	"mouse, laboratory"	Nek7
69341	human	MYL10	"mouse, laboratory"	Myl10
69345	human	CDHR5	"mouse, laboratory"	Cdhr5
69348	human	KLK14	"mouse, laboratory"	Klk14
69351	human	KCNK13	"mouse, laboratory"	Kcnk13
69354	human	PDF	"mouse, laboratory"	Pdf
69356	human	H2BC1	"mouse, laboratory"	H2bc1
69358	human	EPS8L2	"mouse, laboratory"	Eps8l2
69359	human	MAP1LC3B	"mouse, laboratory"	Map1lc3b
69361	human	TUT1	"mouse, laboratory"	Tut1
69367	human	YIPF7	"mouse, laboratory"	Yipf7
69368	human	HROB	"mouse, laboratory"	Hrob
69369	human	SPATA5L1	"mouse, laboratory"	Spata5l1
69370	human	TRAPPC6A	"mouse, laboratory"	Trappc6a
69371	human	DHX58	"mouse, laboratory"	Dhx58
69375	human	STX1B	"mouse, laboratory"	Stx1b
69380	human	OSBPL9	"mouse, laboratory"	Osbpl9
69381	human	C11orf80	"mouse, laboratory"	Gm960
69382	human	TBL1XR1	"mouse, laboratory"	Tbl1xr1
69383	human	SLC25A22	"mouse, laboratory"	Slc25a22
69385	human	MOB3B	"mouse, laboratory"	Mob3b
69386	human	EPHX3	"mouse, laboratory"	Ephx3
69387	human	CYBRD1	"mouse, laboratory"	Cybrd1
69390	human	PHC3	"mouse, laboratory"	Phc3
69393	human	CCDC170	"mouse, laboratory"	Ccdc170
69394	human	FAAP100	"mouse, laboratory"	Faap100
69400	human	COL27A1	"mouse, laboratory"	Col27a1
69404	human	TRIL	"mouse, laboratory"	Tril
69414	human	TUBB6	"mouse, laboratory"	Tubb6
69415	human	HORMAD1	"mouse, laboratory"	Hormad1
69422	human	CAB39L	"mouse, laboratory"	Cab39l
69427	human	INTS4	"mouse, laboratory"	Ints4
69431	human	DCLK2	"mouse, laboratory"	Dclk2
69433	human	C7orf31	"mouse, laboratory"	4921507P07Rik
69435	human	SEPTIN12	"mouse, laboratory"	Septin12
69439	human	SELENOO	"mouse, laboratory"	Selenoo
69440	human	ETNPPL	"mouse, laboratory"	Etnppl
69441	human	MTFR2	"mouse, laboratory"	Mtfr2
69453	human	LMNTD1	"mouse, laboratory"	Lmntd1
69456	human	TKTL2	"mouse, laboratory"	Tktl2
69460	human	CANT1	"mouse, laboratory"	Cant1
69468	human	IER5L	"mouse, laboratory"	Ier5l
69471	human	TMPRSS5	"mouse, laboratory"	Tmprss5
69472	human	SLC26A5	"mouse, laboratory"	Slc26a5
69474	human	TUBB1	"mouse, laboratory"	Tubb1
69477	human	CCNL2	"mouse, laboratory"	Ccnl2
69485	human	SLC25A31	"mouse, laboratory"	Slc25a31
69487	human	GSDMC	"mouse, laboratory"	Gsdmc4
69488	human	AMMECR1L	"mouse, laboratory"	Ammecr1l
69491	human	TLCD3B	"mouse, laboratory"	Tlcd3b
69502	human	FAM186B	"mouse, laboratory"	Fam186b
69510	human	PPP4R3A	"mouse, laboratory"	Ppp4r3a
69513	human	TMEM87B	"mouse, laboratory"	Tmem87b
69517	human	MFSD5	"mouse, laboratory"	Mfsd5
69532	human	LCN8	"mouse, laboratory"	Lcn8
69533	human	LDHAL6B	"mouse, laboratory"	Ldhal6b
69536	human	CSMD1	"mouse, laboratory"	Csmd1
69553	human	CACTIN	"mouse, laboratory"	Cactin
69669	human	THOC2	"mouse, laboratory"	Thoc2
69703	human	GIMAP8	"mouse, laboratory"	Gimap8
69753	human	SLC9A9	"mouse, laboratory"	Slc9a9
69814	human	CYP4F22	"mouse, laboratory"	Cyp4f39
69908	human	SLC45A4	"mouse, laboratory"	Slc45a4
70131	human	SEC24A	"mouse, laboratory"	Sec24a
70141	human	DNAJB13	"mouse, laboratory"	Dnajb13
70244	human	PPP2R1B	"mouse, laboratory"	Ppp2r1b
70404	human	ACSM2A	"mouse, laboratory"	Acsm2
70486	human	SLC37A1	"mouse, laboratory"	Slc37a1
70580	human	DCLK3	"mouse, laboratory"	Dclk3
70710	human	LCTL	"mouse, laboratory"	Lctl
70768	human	HERC6	"mouse, laboratory"	Herc6
70791	human	YPEL2	"mouse, laboratory"	Ypel2
70866	human	GGT7	"mouse, laboratory"	Ggt7
70869	human	OBSCN	"mouse, laboratory"	Obscn
70871	human	FMNL2	"mouse, laboratory"	Fmnl2
70873	human	ATG4A	"mouse, laboratory"	Atg4a
70874	human	NREP	"mouse, laboratory"	Nrep
70878	human	POM121C	"mouse, laboratory"	Pom121
70926	human	MTSS2	"mouse, laboratory"	Mtss2
70948	human	NAXE	"mouse, laboratory"	Naxe
70950	human	DOCK11	"mouse, laboratory"	Dock11
70951	human	CC2D1B	"mouse, laboratory"	Cc2d1b
70969	human	ATP10B	"mouse, laboratory"	Atp10b
71010	human	OSCP1	"mouse, laboratory"	Oscp1
71015	human	PHLPP2	"mouse, laboratory"	Phlpp2
71019	human	CLEC16A	"mouse, laboratory"	Clec16a
71030	human	RAPH1	"mouse, laboratory"	Raph1
71040	human	SPNS2	"mouse, laboratory"	Spns2
71077	human	PAQR3	"mouse, laboratory"	Paqr3
71199	human	KCNC2	"mouse, laboratory"	Kcnc2
71264	human	ABCA6	"mouse, laboratory"	Abca6
71313	human	UAP1L1	"mouse, laboratory"	Uap1l1
71327	human	MSRB3	"mouse, laboratory"	Msrb3
71345	human	SLC29A4	"mouse, laboratory"	Slc29a4
71495	human	USP51	"mouse, laboratory"	Usp51
71541	human	PAPLN	"mouse, laboratory"	Papln
71549	human	HSD17B13	"mouse, laboratory"	Hsd17b13
71559	human	PGLYRP3	"mouse, laboratory"	Pglyrp3
71684	human	TMEM132D	"mouse, laboratory"	Tmem132d
71688	human	KCNE2	"mouse, laboratory"	Kcne2
71711	human	AASDH	"mouse, laboratory"	Aasdh
71716	human	TTC30B	"mouse, laboratory"	Ttc30b
71749	human	SLC16A13	"mouse, laboratory"	Slc16a13
71779	human	RSPH4A	"mouse, laboratory"	Rsph4a
71790	human	GLB1L2	"mouse, laboratory"	Glb1l2
71795	human	GALM	"mouse, laboratory"	Galm
71802	human	LIPH	"mouse, laboratory"	Liph
71803	human	OTOA	"mouse, laboratory"	Otoa
71837	human	CFAP45	"mouse, laboratory"	Cfap45
71886	human	TMEM67	"mouse, laboratory"	Tmem67
71928	human	TEKT5	"mouse, laboratory"	Tekt5
71930	human	RMDN2	"mouse, laboratory"	Rmdn2
71949	human	CES4A	"mouse, laboratory"	Ces4a
71950	human	OR6C2	"mouse, laboratory"	Olfr791
71958	human	OR7C2	"mouse, laboratory"	Olfr1356
71970	human	OR5C1	"mouse, laboratory"	Olfr368
71977	human	OR4Q3	"mouse, laboratory"	Olfr735
71979	human	OR2B11	"mouse, laboratory"	Olfr222
71986	human	OR4L1	"mouse, laboratory"	Olfr724
71990	human	OR10C1	"mouse, laboratory"	Olfr95
72012	human	OR4N4	"mouse, laboratory"	Olfr732
72017	human	OR10Z1	"mouse, laboratory"	Olfr419
72021	human	OR5P2	"mouse, laboratory"	Olfr502
72031	human	OR5L2	"mouse, laboratory"	Olfr1156
72039	human	OR5P3	"mouse, laboratory"	Olfr508
72055	human	OR10A2	"mouse, laboratory"	Olfr714
72057	human	OR52N1	"mouse, laboratory"	Olfr669
72082	human	ORAI3	"mouse, laboratory"	Orai3
72085	human	TYW5	"mouse, laboratory"	Tyw5
72090	human	ATP6V0D2	"mouse, laboratory"	Atp6v0d2
72094	human	SLC44A5	"mouse, laboratory"	Slc44a5
72096	human	PAOX	"mouse, laboratory"	Paox
72100	human	SLC36A2	"mouse, laboratory"	Slc36a2
72101	human	COL23A1	"mouse, laboratory"	Col23a1
72102	human	DNAH17	"mouse, laboratory"	Dnah17
72110	human	DNAH2	"mouse, laboratory"	Dnah2
72130	human	FLYWCH1	"mouse, laboratory"	Flywch1
72131	human	ADGRG4	"mouse, laboratory"	Adgrg4
72199	human	PATJ	"mouse, laboratory"	Patj
72200	human	ZNF628	"mouse, laboratory"	Zfp628
72212	human	SPIRE2	"mouse, laboratory"	Spire2
72220	human	ZNF609	"mouse, laboratory"	Zfp609
72226	human	ZNF454	"mouse, laboratory"	Zfp454
72227	human	DIP2B	"mouse, laboratory"	Dip2b
72228	human	CERS6	"mouse, laboratory"	Cers6
72232	human	SLC9A4	"mouse, laboratory"	Slc9a4
72239	human	MKX	"mouse, laboratory"	Mkx
72240	human	GLB1L3	"mouse, laboratory"	Glb1l3
72241	human	FAM98B	"mouse, laboratory"	Fam98b
72248	human	SIX5	"mouse, laboratory"	Six5
72261	human	NWD1	"mouse, laboratory"	Nwd1
72271	human	CCDC157	"mouse, laboratory"	Ccdc157
72278	human	CAPS2	"mouse, laboratory"	Caps2
72281	human	ACSM4	"mouse, laboratory"	Acsm4
72287	human	THEMIS	"mouse, laboratory"	Themis
72341	human	OPN5	"mouse, laboratory"	Opn5
72346	human	OR2H1	"mouse, laboratory"	Olfr91
72399	human	ZNF705A	"mouse, laboratory"	Clec4a1
72405	human	CHD8	"mouse, laboratory"	Chd8
72467	human	OTUD6A	"mouse, laboratory"	Otud6a
72470	human	SLC2A7	"mouse, laboratory"	Slc2a7
72499	human	ARID3C	"mouse, laboratory"	Arid3c
72510	human	CXorf22	"mouse, laboratory"	Cfap47
72522	human	CASP16P	"mouse, laboratory"	Casp16
72536	human	BTBD11	"mouse, laboratory"	Btbd11
72555	human	KIF7	"mouse, laboratory"	Kif7
72560	human	TLCD5	"mouse, laboratory"	Tlcd5
72569	human	MAGEB16	"mouse, laboratory"	Mageb16
72638	human	ATG9B	"mouse, laboratory"	Atg9b
72641	human	NUGGC	"mouse, laboratory"	Nuggc
72644	human	OR9Q1	"mouse, laboratory"	Olfr1500
72793	human	GALNT9	"mouse, laboratory"	Galnt9
72894	human	TMEM8B	"mouse, laboratory"	Tmem8b
72920	human	OR1I1	"mouse, laboratory"	Olfr1357
72966	human	OR52B6	"mouse, laboratory"	Olfr618
73249	human	TMEM170B	"mouse, laboratory"	Tmem170b
73264	human	DNAJC4	"mouse, laboratory"	Dnajc4
73393	human	GREB1L	"mouse, laboratory"	Greb1l
73463	human	ATP2C2	"mouse, laboratory"	Atp2c2
73467	human	KPNA7	"mouse, laboratory"	Kpna7
73526	human	CEP192	"mouse, laboratory"	Cep192
73649	human	UBAP2	"mouse, laboratory"	Ubap2
73870	human	ARSB	"mouse, laboratory"	Arsb
73871	human	CD36	"mouse, laboratory"	Cd36
73872	human	CLCN5	"mouse, laboratory"	Clcn5
73874	human	COL1A1	"mouse, laboratory"	Col1a1
73875	human	CYP17A1	"mouse, laboratory"	Cyp17a1
73876	human	SLC26A2	"mouse, laboratory"	Slc26a2
73882	human	HOXA13	"mouse, laboratory"	Hoxa13
73884	human	SLC11A1	"mouse, laboratory"	Slc11a1
73888	human	ADH1C	"mouse, laboratory"	Adh1
73890	human	ALDH3B1	"mouse, laboratory"	Aldh3b1
73894	human	CYP2B6	"mouse, laboratory"	Cyp2b10
73898	human	CYP2F1	"mouse, laboratory"	Cyp2f2
73901	human	GRIK3	"mouse, laboratory"	Grik3
73902	human	CYP4F3	"mouse, laboratory"	Cyp4f13
73941	human	OR52K2	"mouse, laboratory"	Olfr552
73968	human	OR5V1	"mouse, laboratory"	Olfr111
73972	human	OR5M11	"mouse, laboratory"	Olfr1029
73973	human	OR5M8	"mouse, laboratory"	Olfr1031
73975	human	OR5T2	"mouse, laboratory"	Olfr1086
73999	human	OR13C3	"mouse, laboratory"	Olfr273
74028	human	OR2T1	"mouse, laboratory"	Olfr31
74036	human	OR2T6	"mouse, laboratory"	Olfr720
74037	human	OR10K2	"mouse, laboratory"	Olfr370
74053	human	OR4F6	"mouse, laboratory"	Olfr1310
74054	human	OR4F15	"mouse, laboratory"	Olfr1309
74101	human	OR6C75	"mouse, laboratory"	Olfr790
74113	human	OR5H2	"mouse, laboratory"	Olfr196
74156	human	OR1L6	"mouse, laboratory"	Olfr365
74197	human	OR8K5	"mouse, laboratory"	Olfr1053
74224	human	OR4K1	"mouse, laboratory"	Olfr728
74238	human	OR5AS1	"mouse, laboratory"	Olfr1111
74274	human	C18orf32	"mouse, laboratory"	BC031181
74291	human	RASL11B	"mouse, laboratory"	Rasl11b
74292	human	PRM3	"mouse, laboratory"	Prm3
74294	human	HSPA1B	"mouse, laboratory"	Hspa1a
74295	human	FTH1	"mouse, laboratory"	Fth1
74297	human	UACA	"mouse, laboratory"	Uaca
74300	human	FER	"mouse, laboratory"	Fer
74302	human	SLC2A3	"mouse, laboratory"	Slc2a3
74303	human	PDGFB	"mouse, laboratory"	Pdgfb
74305	human	CES5A	"mouse, laboratory"	Ces5a
74306	human	HSP90AB1	"mouse, laboratory"	Hsp90ab1
74307	human	HSPA14	"mouse, laboratory"	Hspa14
74313	human	AKR1E2	"mouse, laboratory"	Akr1e1
74359	human	CCNB2	"mouse, laboratory"	Ccnb2
74377	human	ZNF622	"mouse, laboratory"	Zfp622
74378	human	GSTA5	"mouse, laboratory"	Gsta5
74381	human	SLC2A4	"mouse, laboratory"	Slc2a4
74382	human	ACACB	"mouse, laboratory"	Acacb
74384	human	ADAM8	"mouse, laboratory"	Adam8
74385	human	ANG	"mouse, laboratory"	Ang
74386	human	CD27	"mouse, laboratory"	Cd27
74391	human	DNASE1L2	"mouse, laboratory"	Dnase1l2
74392	human	DPYSL2	"mouse, laboratory"	Dpysl2
74393	human	DSCAM	"mouse, laboratory"	Dscam
74395	human	FPR2	"mouse, laboratory"	Fpr2
74396	human	GALR1	"mouse, laboratory"	Galr1
74399	human	GRID2	"mouse, laboratory"	Grid2
74401	human	ICAM4	"mouse, laboratory"	Icam4
74402	human	ACTG1	"mouse, laboratory"	Actg1
74406	human	C9	"mouse, laboratory"	C9
74409	human	CDK2	"mouse, laboratory"	Cdk2
74410	human	IGFL3	"mouse, laboratory"	Igfl3
74413	human	E2F3	"mouse, laboratory"	E2f3
74414	human	ENO2	"mouse, laboratory"	Eno2
74417	human	GNAI1	"mouse, laboratory"	Gnai1
74433	human	KRT31	"mouse, laboratory"	Krt33b
74441	human	NEK2	"mouse, laboratory"	Nek2
74442	human	OVGP1	"mouse, laboratory"	Ovgp1
74445	human	SERPINB8	"mouse, laboratory"	Serpinb8
74446	human	SEPTIN5	"mouse, laboratory"	Septin5
74451	human	PTPN3	"mouse, laboratory"	Ptpn3
74455	human	CLIP1	"mouse, laboratory"	Clip1
74458	human	SHB	"mouse, laboratory"	Shb
74459	human	SLC2A5	"mouse, laboratory"	Slc2a5
74460	human	SPTA1	"mouse, laboratory"	Spta1
74462	human	SSBP1	"mouse, laboratory"	Ssbp1
74463	human	TEAD4	"mouse, laboratory"	Tead4
74470	human	SLC30A3	"mouse, laboratory"	Slc30a3
74473	human	ACOX2	"mouse, laboratory"	Acox2
74500	human	MAD1L1	"mouse, laboratory"	Mad1l1
74507	human	PCDHGB4	"mouse, laboratory"	Pcdhgb4
74509	human	ABCB11	"mouse, laboratory"	Abcb11
74511	human	GALNT4	"mouse, laboratory"	Galnt4
74512	human	B3GALT2	"mouse, laboratory"	B3galt2
74514	human	IQGAP1	"mouse, laboratory"	Iqgap1
74519	human	TMPRSS11D	"mouse, laboratory"	Tmprss11d
74520	human	CBLN1	"mouse, laboratory"	Cbln1
74521	human	CETN3	"mouse, laboratory"	Cetn3
74522	human	DTX1	"mouse, laboratory"	Dtx1
74523	human	GP5	"mouse, laboratory"	Gp5
74524	human	HNRNPC	"mouse, laboratory"	Hnrnpc
74529	human	SLC16A4	"mouse, laboratory"	Slc16a4
74531	human	TAOK2	"mouse, laboratory"	Taok2
74536	human	PCBP2	"mouse, laboratory"	Pcbp2
74538	human	SCD	"mouse, laboratory"	Scd1
74539	human	PGLYRP1	"mouse, laboratory"	Pglyrp1
74540	human	BRD2	"mouse, laboratory"	Brd2
74542	human	CACNA1F	"mouse, laboratory"	Cacna1f
74543	human	CBFA2T3	"mouse, laboratory"	Cbfa2t3
74544	human	DLX3	"mouse, laboratory"	Dlx3
74545	human	EGFR	"mouse, laboratory"	Egfr
74546	human	GPR21	"mouse, laboratory"	Gpr21
74552	human	MAF	"mouse, laboratory"	Maf
74556	human	HSF1	"mouse, laboratory"	Hsf1
74559	human	ACSM3	"mouse, laboratory"	Acsm3
74561	human	GPR52	"mouse, laboratory"	Gpr52
74563	human	ABCC4	"mouse, laboratory"	Abcc4
74564	human	CARMIL3	"mouse, laboratory"	Carmil3
74565	human	AKR1A1	"mouse, laboratory"	Akr1a1
74567	human	NTN3	"mouse, laboratory"	Ntn3
74571	human	SEC23B	"mouse, laboratory"	Sec23b
74572	human	CAP1	"mouse, laboratory"	Cap1
74574	human	IFITM2	"mouse, laboratory"	Ifitm2
74576	human	MAP3K2	"mouse, laboratory"	Map3k2
74578	human	ENTR1	"mouse, laboratory"	Entr1
74580	human	CD300C	"mouse, laboratory"	Cd300c2
74586	human	SOX15	"mouse, laboratory"	Sox15
74591	human	ZNF175	"mouse, laboratory"	Zfp715
74720	human	GLIPR2	"mouse, laboratory"	Glipr2
74739	human	SLC25A37	"mouse, laboratory"	Slc25a37
74832	human	PDCL2	"mouse, laboratory"	Pdcl2
74841	human	CSNK1D	"mouse, laboratory"	Csnk1d
74852	human	SLC25A42	"mouse, laboratory"	Slc25a42
74861	human	AATK	"mouse, laboratory"	Aatk
74862	human	ADAM12	"mouse, laboratory"	Adam12
74875	human	DTNB	"mouse, laboratory"	Dtnb
74879	human	EVX2	"mouse, laboratory"	Evx2
74881	human	PGM5	"mouse, laboratory"	Pgm5
74905	human	PTPN20	"mouse, laboratory"	Ptpn20
74915	human	TRPC5	"mouse, laboratory"	Trpc5
74925	human	ADAM19	"mouse, laboratory"	Adam19
74929	human	CACNA2D3	"mouse, laboratory"	Cacna2d3
74940	human	DAPK2	"mouse, laboratory"	Dapk2
74941	human	ADAM18	"mouse, laboratory"	Adam18
74943	human	EYA1	"mouse, laboratory"	Eya1
74949	human	HMG20B	"mouse, laboratory"	Hmg20b
74950	human	HNRNPAB	"mouse, laboratory"	Hnrnpab
74962	human	MAPT	"mouse, laboratory"	Mapt
74967	human	PCDH10	"mouse, laboratory"	Pcdh10
74968	human	PDCD11	"mouse, laboratory"	Pdcd11
74971	human	PTPN18	"mouse, laboratory"	Ptpn18
74972	human	RASGRF1	"mouse, laboratory"	Rasgrf1
74984	human	SLC30A4	"mouse, laboratory"	Slc30a4
74992	human	FOXL2	"mouse, laboratory"	Foxl2
74994	human	TPSG1	"mouse, laboratory"	Tpsg1
74999	human	OR3A3	"mouse, laboratory"	Olfr411
75000	human	KLK5	"mouse, laboratory"	Klk5
75001	human	SCN2A	"mouse, laboratory"	Scn2a
75006	human	SLC16A8	"mouse, laboratory"	Slc16a8
75007	human	TRHDE	"mouse, laboratory"	Trhde
75008	human	CEMIP2	"mouse, laboratory"	Cemip2
75024	human	NRG2	"mouse, laboratory"	Nrg2
75028	human	RUSC1	"mouse, laboratory"	Rusc1
75037	human	NMNAT2	"mouse, laboratory"	Nmnat2
75041	human	SLC9A8	"mouse, laboratory"	Slc9a8
75044	human	NIPSNAP3A	"mouse, laboratory"	Nipsnap3b
75045	human	PNKD	"mouse, laboratory"	Pnkd
75047	human	RGS22	"mouse, laboratory"	Rgs22
75050	human	ATP11A	"mouse, laboratory"	Atp11a
75051	human	HS6ST1	"mouse, laboratory"	Hs6st1
75052	human	PALLD	"mouse, laboratory"	Palld
75056	human	LUC7L3	"mouse, laboratory"	Luc7l3
75059	human	INPP5K	"mouse, laboratory"	Inpp5k
75060	human	TLR7	"mouse, laboratory"	Tlr7
75070	human	INO80	"mouse, laboratory"	Ino80
75071	human	PPP1R12C	"mouse, laboratory"	Ppp1r12c
75076	human	TMEM132A	"mouse, laboratory"	Tmem132a
75077	human	SLC38A4	"mouse, laboratory"	Slc38a4
75079	human	ANO1	"mouse, laboratory"	Ano1
75081	human	ADI1	"mouse, laboratory"	Adi1
75083	human	ACOXL	"mouse, laboratory"	Acoxl
75084	human	GIMAP4	"mouse, laboratory"	Gimap4
75085	human	CFAP44	"mouse, laboratory"	Cfap44
75089	human	SLC16A10	"mouse, laboratory"	Slc16a10
75090	human	PHC2	"mouse, laboratory"	Phc2
75093	human	PCDHA1	"mouse, laboratory"	Pcdha1
75095	human	PCDHA11	"mouse, laboratory"	Pcdha11
75098	human	PCDHA6	"mouse, laboratory"	Pcdha6
75100	human	PCDHGA3	"mouse, laboratory"	Pcdhga3
75102	human	PCDHGB7	"mouse, laboratory"	Pcdhgb7
75103	human	PCDHB4	"mouse, laboratory"	Pcdhb5
75106	human	ZDHHC13	"mouse, laboratory"	Zdhhc13
75113	human	TRO	"mouse, laboratory"	Tro
75119	human	SLCO1B3	"mouse, laboratory"	Slco1b2
75120	human	NGEF	"mouse, laboratory"	Ngef
75128	human	CASS4	"mouse, laboratory"	Cass4
75130	human	CPA6	"mouse, laboratory"	Cpa6
75133	human	ADCY2	"mouse, laboratory"	Adcy2
75138	human	COL20A1	"mouse, laboratory"	Col20a1
75139	human	RDH14	"mouse, laboratory"	Rdh14
75155	human	C6orf47	"mouse, laboratory"	D17H6S53E
75157	human	STK32C	"mouse, laboratory"	Stk32c
75158	human	TESC	"mouse, laboratory"	Tesc
75163	human	SHANK3	"mouse, laboratory"	Shank3
75164	human	CEP295NL	"mouse, laboratory"	Cep295nl
75168	human	CHIA	"mouse, laboratory"	Chia1
75172	human	CELF5	"mouse, laboratory"	Celf5
75175	human	THADA	"mouse, laboratory"	Thada
75179	human	ABCG4	"mouse, laboratory"	Abcg4
75184	human	EDDM3B	"mouse, laboratory"	Eddm3b
75185	human	FANCF	"mouse, laboratory"	Fancf
75187	human	CTBP2	"mouse, laboratory"	Ctbp2
75191	human	CACNB2	"mouse, laboratory"	Cacnb2
75203	human	LBHD1	"mouse, laboratory"	Lbhd1
75207	human	CA13	"mouse, laboratory"	Car13
75208	human	GLB1L	"mouse, laboratory"	Glb1l
75209	human	HAUS3	"mouse, laboratory"	Haus3
75210	human	CYP2R1	"mouse, laboratory"	Cyp2r1
75211	human	MCTP1	"mouse, laboratory"	Mctp1
75215	human	BBOF1	"mouse, laboratory"	Bbof1
75216	human	TRIB1	"mouse, laboratory"	Trib1
75226	human	ERICH2	"mouse, laboratory"	Erich2
75239	human	NACC2	"mouse, laboratory"	Nacc2
75240	human	PABIR1	"mouse, laboratory"	Fam122a
75241	human	MRNIP	"mouse, laboratory"	Mrnip
75244	human	GOLT1A	"mouse, laboratory"	Golt1a
75250	human	EQTN	"mouse, laboratory"	Eqtn
75260	human	DMRTC2	"mouse, laboratory"	Dmrtc2
75262	human	FAM110C	"mouse, laboratory"	Fam110c
75268	human	PHYKPL	"mouse, laboratory"	Phykpl
75274	human	CYP2S1	"mouse, laboratory"	Cyp2s1
75281	human	USP50	"mouse, laboratory"	Usp50
75282	human	PRPS1L1	"mouse, laboratory"	Prps1l1
75283	human	C11orf97	"mouse, laboratory"	1700012B09Rik
75292	human	SPATC1L	"mouse, laboratory"	Spatc1l
75303	human	OSBP2	"mouse, laboratory"	Osbp2
75307	human	STK33	"mouse, laboratory"	Stk33
75311	human	ZNF93	"mouse, laboratory"	Zfp457
75314	human	HNRNPDL	"mouse, laboratory"	Hnrnpdl
75315	human	NLRP4	"mouse, laboratory"	Nlrp4e
75316	human	FAM107B	"mouse, laboratory"	Fam107b
75323	human	TAS1R2	"mouse, laboratory"	Tas1r2
75328	human	KCNK16	"mouse, laboratory"	Kcnk16
75329	human	FHIP1B	"mouse, laboratory"	Fam160a2
75330	human	ATP13A4	"mouse, laboratory"	Atp13a4
75335	human	ACCS	"mouse, laboratory"	Accs
75339	human	TMEM141	"mouse, laboratory"	Tmem141
75343	human	CDC14A	"mouse, laboratory"	Cdc14a
75345	human	TRIM5	"mouse, laboratory"	Trim5
75662	human	CNNM4	"mouse, laboratory"	Cnnm4
75666	human	LIPK	"mouse, laboratory"	Lipk
75853	human	CYP4X1	"mouse, laboratory"	Cyp4x1
75941	human	H2BU1	"mouse, laboratory"	H2bu1-ps
75968	human	GMDS	"mouse, laboratory"	Gmds
76103	human	AK5	"mouse, laboratory"	Ak5
76124	human	PRMT8	"mouse, laboratory"	Prmt8
76175	human	SLC36A3	"mouse, laboratory"	Slc36a3
76214	human	IPMK	"mouse, laboratory"	Ipmk
76320	human	SLC7A14	"mouse, laboratory"	Slc7a14
76377	human	MAP3K9	"mouse, laboratory"	Map3k9
76442	human	LY6G6D	"mouse, laboratory"	Ly6g6d
76444	human	FBXW11	"mouse, laboratory"	Fbxw11
76446	human	TSGA13	"mouse, laboratory"	Tsga13
76448	human	ARHGAP33	"mouse, laboratory"	Arhgap33
76449	human	TCF23	"mouse, laboratory"	Tcf23
76469	human	KLF14	"mouse, laboratory"	Klf14
76542	human	PRX	"mouse, laboratory"	Prx
76562	human	SLC17A9	"mouse, laboratory"	Slc17a9
76567	human	TMEM132C	"mouse, laboratory"	Tmem132c
76629	human	UROC1	"mouse, laboratory"	Uroc1
76659	human	SERPINB4	"mouse, laboratory"	Serpinb3a
76679	human	SLC25A45	"mouse, laboratory"	Slc25a45
76699	human	CTSV	"mouse, laboratory"	Ctsl
76766	human	MBNL2	"mouse, laboratory"	Mbnl2
76811	human	RBBP8NL	"mouse, laboratory"	Rbbp8nl
76813	human	ASB16	"mouse, laboratory"	Asb16
77038	human	CCN6	"mouse, laboratory"	Ccn6
77042	human	OSCAR	"mouse, laboratory"	Oscar
77044	human	SYCE1	"mouse, laboratory"	Syce1
77068	human	GIPC3	"mouse, laboratory"	Gipc3
77127	human	KRT25	"mouse, laboratory"	Krt25
77129	human	TEDC1	"mouse, laboratory"	Tedc1
77136	human	SLC22A25	"mouse, laboratory"	Slc22a30
77185	human	PRSS33	"mouse, laboratory"	Prss33
77213	human	CEP290	"mouse, laboratory"	Cep290
77215	human	CALML4	"mouse, laboratory"	Calml4
77312	human	CFAP58	"mouse, laboratory"	Cfap58
77324	human	OSBPL2	"mouse, laboratory"	Osbpl2
77327	human	BTBD16	"mouse, laboratory"	Btbd16
77333	human	CAPN12	"mouse, laboratory"	Capn12
77337	human	UBE2E2	"mouse, laboratory"	Ube2e2
77340	human	DACT3	"mouse, laboratory"	Dact3
77343	human	DNAJB7	"mouse, laboratory"	Dnajb7
